altura,id,nombre,peso,tipo,url_de_imagen
0.9 m,391,Monferno,22 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/391.png
1.2 m,392,Infernape,55 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/392.png
0.4 m,393,Piplup,5.2 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/393.png
0.8 m,394,Prinplup,23 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/394.png
1.7 m,395,Empoleon,84.5 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/395.png
0.3 m,396,Starly,2 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/396.png
0.6 m,397,Staravia,15.5 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/397.png
1.2 m,398,Staraptor,24.9 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/398.png
0.5 m,399,Bidoof,20 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/399.png
1 m,400,Bibarel,31.5 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/400.png
0.3 m,401,Kricketot,2.2 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/401.png
1 m,402,Kricketune,25.5 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/402.png
0.5 m,403,Shinx,9.5 kg,Electric,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/403.png
0.9 m,404,Luxio,30.5 kg,Electric,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/404.png
1.4 m,405,Luxray,42 kg,Electric,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/405.png
0.2 m,406,Budew,1.2 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/406.png
0.9 m,407,Roserade,14.5 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/407.png
0.9 m,408,Cranidos,31.5 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/408.png
1.6 m,409,Rampardos,102.5 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/409.png
0.5 m,410,Shieldon,57 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/410.png
1.3 m,411,Bastiodon,149.5 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/411.png
0.2 m,412,Burmy,3.4 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/412.png
0.5 m,413,Wormadam,6.5 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/413.png
0.9 m,414,Mothim,23.3 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/414.png
0.3 m,415,Combee,5.5 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/415.png
1.2 m,416,Vespiquen,38.5 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/416.png
0.4 m,417,Pachirisu,3.9 kg,Electric,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/417.png
0.7 m,418,Buizel,29.5 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/418.png
1.1 m,419,Floatzel,33.5 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/419.png
0.4 m,420,Cherubi,3.3 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/420.png
0.5 m,421,Cherrim,9.3 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/421.png
0.3 m,422,Shellos,6.3 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/422.png
0.9 m,423,Gastrodon,29.9 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/423.png
1.2 m,424,Ambipom,20.3 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/424.png
0.4 m,425,Drifloon,1.2 kg,Ghost,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/425.png
1.2 m,426,Drifblim,15 kg,Ghost,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/426.png
0.4 m,427,Buneary,5.5 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/427.png
1.2 m,428,Lopunny,33.3 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/428.png
0.9 m,429,Mismagius,4.4 kg,Ghost,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/429.png
0.9 m,430,Honchkrow,27.3 kg,Dark,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/430.png
0.5 m,431,Glameow,3.9 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/431.png
1 m,432,Purugly,43.8 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/432.png
0.2 m,433,Chingling,0.6 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/433.png
0.4 m,434,Stunky,19.2 kg,Poison,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/434.png
1 m,435,Skuntank,38 kg,Poison,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/435.png
0.5 m,436,Bronzor,60.5 kg,Steel,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/436.png
1.3 m,437,Bronzong,187 kg,Steel,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/437.png
0.5 m,438,Bonsly,15 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/438.png
0.6 m,439,Mime Jr.,13 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/439.png
0.6 m,440,Happiny,24.4 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/440.png
0.5 m,441,Chatot,1.9 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/441.png
1 m,442,Spiritomb,108 kg,Ghost,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/442.png
0.7 m,443,Gible,20.5 kg,Dragon,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/443.png
1.4 m,444,Gabite,56 kg,Dragon,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/444.png
1.9 m,445,Garchomp,95 kg,Dragon,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/445.png
0.6 m,446,Munchlax,105 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/446.png
0.7 m,447,Riolu,20.2 kg,Fighting,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/447.png
1.2 m,448,Lucario,54 kg,Fighting,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/448.png
0.8 m,449,Hippopotas,49.5 kg,Ground,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/449.png
2 m,450,Hippowdon,300 kg,Ground,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/450.png
0.8 m,451,Skorupi,12 kg,Poison,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/451.png
1.3 m,452,Drapion,61.5 kg,Poison,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/452.png
0.7 m,453,Croagunk,23 kg,Poison,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/453.png
1.3 m,454,Toxicroak,44.4 kg,Poison,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/454.png
1.4 m,455,Carnivine,27 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/455.png
0.4 m,456,Finneon,7 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/456.png
1.2 m,457,Lumineon,24 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/457.png
1 m,458,Mantyke,65 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/458.png
1 m,459,Snover,50.5 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/459.png
2.2 m,460,Abomasnow,135.5 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/460.png
1.1 m,461,Weavile,34 kg,Dark,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/461.png
1.2 m,462,Magnezone,180 kg,Electric,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/462.png
1.7 m,463,Lickilicky,140 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/463.png
2.4 m,464,Rhyperior,282.8 kg,Ground,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/464.png
2 m,465,Tangrowth,128.6 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/465.png
1.8 m,466,Electivire,138.6 kg,Electric,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/466.png
1.6 m,467,Magmortar,68 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/467.png
1.5 m,468,Togekiss,38 kg,Fairy,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/468.png
1.9 m,469,Yanmega,51.5 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/469.png
1 m,470,Leafeon,25.5 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/470.png
0.8 m,471,Glaceon,25.9 kg,Ice,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/471.png
2 m,472,Gliscor,42.5 kg,Ground,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/472.png
2.5 m,473,Mamoswine,291 kg,Ice,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/473.png
0.9 m,474,Porygon-Z,34 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/474.png
1.6 m,475,Gallade,52 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/475.png
1.4 m,476,Probopass,340 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/476.png
2.2 m,477,Dusknoir,106.6 kg,Ghost,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/477.png
1.3 m,478,Froslass,26.6 kg,Ice,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/478.png
0.3 m,479,Rotom,0.3 kg,Electric,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/479.png
0.3 m,480,Uxie,0.3 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/480.png
0.3 m,481,Mesprit,0.3 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/481.png
0.3 m,482,Azelf,0.3 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/482.png
5.4 m,483,Dialga,683 kg,Steel,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/483.png
4.2 m,484,Palkia,336 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/484.png
1.7 m,485,Heatran,430 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/485.png
3.7 m,486,Regigigas,420 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/486.png
4.5 m,487,Giratina,750 kg,Ghost,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/487.png
1.5 m,488,Cresselia,85.6 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/488.png
0.4 m,489,Phione,3.1 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/489.png
0.3 m,490,Manaphy,1.4 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/490.png
1.5 m,491,Darkrai,50.5 kg,Dark,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/491.png
0.2 m,492,Shaymin,2.1 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/492.png
3.2 m,493,Arceus,320 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/493.png
0.4 m,494,Victini,4 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/494.png
0.6 m,495,Snivy,8.1 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/495.png
0.8 m,496,Servine,16 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/496.png
3.3 m,497,Serperior,63 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/497.png
0.5 m,498,Tepig,9.9 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/498.png
1 m,499,Pignite,55.5 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/499.png
1.6 m,500,Emboar,150 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/500.png
0.5 m,501,Oshawott,5.9 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/501.png
0.8 m,502,Dewott,24.5 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/502.png
1.5 m,503,Samurott,94.6 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/503.png
0.5 m,504,Patrat,11.6 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/504.png
1.1 m,505,Watchog,27 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/505.png
0.4 m,506,Lillipup,4.1 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/506.png
0.9 m,507,Herdier,14.7 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/507.png
1.2 m,508,Stoutland,61 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/508.png
0.4 m,509,Purrloin,10.1 kg,Dark,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/509.png
1.1 m,510,Liepard,37.5 kg,Dark,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/510.png
0.6 m,511,Pansage,10.5 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/511.png
1.1 m,512,Simisage,30.5 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/512.png
0.6 m,513,Pansear,11 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/513.png
1 m,514,Simisear,28 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/514.png
0.6 m,515,Panpour,13.5 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/515.png
1 m,516,Simipour,29 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/516.png
0.6 m,517,Munna,23.3 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/517.png
1.1 m,518,Musharna,60.5 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/518.png
0.3 m,519,Pidove,2.1 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/519.png
0.6 m,520,Tranquill,15 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/520.png
1.2 m,521,Unfezant,29 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/521.png
0.8 m,522,Blitzle,29.8 kg,Electric,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/522.png
1.6 m,523,Zebstrika,79.5 kg,Electric,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/523.png
0.4 m,524,Roggenrola,18 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/524.png
0.9 m,525,Boldore,102 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/525.png
1.7 m,526,Gigalith,260 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/526.png
0.4 m,527,Woobat,2.1 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/527.png
0.9 m,528,Swoobat,10.5 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/528.png
0.3 m,529,Drilbur,8.5 kg,Ground,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/529.png
0.7 m,530,Excadrill,40.4 kg,Ground,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/530.png
1.1 m,531,Audino,31 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/531.png
0.6 m,532,Timburr,12.5 kg,Fighting,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/532.png
1.2 m,533,Gurdurr,40 kg,Fighting,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/533.png
1.4 m,534,Conkeldurr,87 kg,Fighting,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/534.png
0.5 m,535,Tympole,4.5 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/535.png
0.8 m,536,Palpitoad,17 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/536.png
1.5 m,537,Seismitoad,62 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/537.png
1.3 m,538,Throh,55.5 kg,Fighting,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/538.png
1.4 m,539,Sawk,51 kg,Fighting,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/539.png
0.3 m,540,Sewaddle,2.5 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/540.png
0.5 m,541,Swadloon,7.3 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/541.png
1.2 m,542,Leavanny,20.5 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/542.png
0.4 m,543,Venipede,5.3 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/543.png
1.2 m,544,Whirlipede,58.5 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/544.png
2.5 m,545,Scolipede,200.5 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/545.png
0.3 m,546,Cottonee,0.6 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/546.png
0.7 m,547,Whimsicott,6.6 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/547.png
0.5 m,548,Petilil,6.6 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/548.png
1.1 m,549,Lilligant,16.3 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/549.png
1 m,550,Basculin,18 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/550.png
0.7 m,551,Sandile,15.2 kg,Ground,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/551.png
1 m,552,Krokorok,33.4 kg,Ground,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/552.png
1.5 m,553,Krookodile,96.3 kg,Ground,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/553.png
0.6 m,554,Darumaka,37.5 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/554.png
1.3 m,555,Darmanitan,92.9 kg,Fire,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/555.png
1 m,556,Maractus,28 kg,Grass,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/556.png
0.3 m,557,Dwebble,14.5 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/557.png
1.4 m,558,Crustle,200 kg,Bug,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/558.png
0.6 m,559,Scraggy,11.8 kg,Dark,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/559.png
1.1 m,560,Scrafty,30 kg,Dark,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/560.png
1.4 m,561,Sigilyph,14 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/561.png
0.5 m,562,Yamask,1.5 kg,Ghost,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/562.png
1.7 m,563,Cofagrigus,76.5 kg,Ghost,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/563.png
0.7 m,564,Tirtouga,16.5 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/564.png
1.2 m,565,Carracosta,81 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/565.png
0.5 m,566,Archen,9.5 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/566.png
1.4 m,567,Archeops,32 kg,Rock,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/567.png
0.6 m,568,Trubbish,31 kg,Poison,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/568.png
1.9 m,569,Garbodor,107.3 kg,Poison,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/569.png
0.7 m,570,Zorua,12.5 kg,Dark,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/570.png
1.6 m,571,Zoroark,81.1 kg,Dark,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/571.png
0.4 m,572,Minccino,5.8 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/572.png
0.5 m,573,Cinccino,7.5 kg,Normal,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/573.png
0.4 m,574,Gothita,5.8 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/574.png
0.7 m,575,Gothorita,18 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/575.png
1.5 m,576,Gothitelle,44 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/576.png
0.3 m,577,Solosis,1 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/577.png
0.6 m,578,Duosion,8 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/578.png
1 m,579,Reuniclus,20.1 kg,Psychic,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/579.png
0.5 m,580,Ducklett,5.5 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/580.png
1.3 m,581,Swanna,24.2 kg,Water,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/581.png
0.4 m,582,Vanillite,5.7 kg,Ice,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/582.png
1.1 m,583,Vanillish,41 kg,Ice,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/583.png
1.3 m,584,Vanilluxe,57.5 kg,Ice,https://raw.githubusercontent.com/Purukitto/pokemon-data.json/master/images/pokedex/thumbnails/584.png
